performance_id,composer,piece_id,title,source,performance_audio_external,performance_MIDI_external,MIDI_score_external,performance_annotation_external,score_annotation_external,folder,performance_audio,performance_MIDI,MIDI_score,aligned,performance_annotation,score_annotation,duration,split,alignment_annotation,aligned_notes_ratio_perfm,aligned_notes_ratio_score
S_450,Beethoven,98,ASAP_Piano_Sonatas_18-4,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-4/ChenGuang06M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-4/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/18-4/ChenGuang06M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/18-4/midi_score_annotations.txt,subset_S/Beethoven/98_ASAP_Piano_Sonatas_18-4,S_450_Kontakt_Maverick_hard.wav,S_450_ASAP.mid,ASAP_18-4.mid,True,S_450_ASAP_annotation.tsv,ASAP_18-4_annotation.tsv,280.37890625,test,S_450_ASAP_align_annot.csv,0.9839650145772595,0.9851138353765324
S_451,Beethoven,98,ASAP_Piano_Sonatas_18-4,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-4/KOLESO06M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-4/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/18-4/KOLESO06M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/18-4/midi_score_annotations.txt,subset_S/Beethoven/98_ASAP_Piano_Sonatas_18-4,S_451_Kontakt_Giant_soft.wav,S_451_ASAP.mid,ASAP_18-4.mid,True,S_451_ASAP_annotation.tsv,ASAP_18-4_annotation.tsv,278.1875,test,S_451_ASAP_align_annot.csv,0.9811975701475267,0.9900758902510216
S_452,Beethoven,99,ASAP_Piano_Sonatas_2-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/2-1/Kochetkova01.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/Kochetkova01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score_annotations.txt,subset_S/Beethoven/99_ASAP_Piano_Sonatas_2-1,S_452_Kontakt_Gentleman_hard.wav,S_452_ASAP.mid,ASAP_2-1.mid,True,S_452_ASAP_annotation.tsv,ASAP_2-1_annotation.tsv,328.19010984375,train,S_452_ASAP_align_annot.csv,0.9765395894428153,0.9781331592689295
S_453,Beethoven,99,ASAP_Piano_Sonatas_2-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/2-1/OUSSET01.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/OUSSET01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score_annotations.txt,subset_S/Beethoven/99_ASAP_Piano_Sonatas_2-1,S_453_Kontakt_Giant_soft.wav,S_453_ASAP.mid,ASAP_2-1.mid,True,S_453_ASAP_annotation.tsv,ASAP_2-1_annotation.tsv,338.15391697291665,train,S_453_ASAP_align_annot.csv,0.977139124755062,0.9765013054830287
S_454,Beethoven,99,ASAP_Piano_Sonatas_2-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/2-1/Yang02.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/Yang02_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score_annotations.txt,subset_S/Beethoven/99_ASAP_Piano_Sonatas_2-1,S_454_Kontakt_Gentleman_hard.wav,S_454_ASAP.mid,ASAP_2-1.mid,True,S_454_ASAP_annotation.tsv,ASAP_2-1_annotation.tsv,314.2544934375,train,S_454_ASAP_align_annot.csv,0.981293075155891,0.9758485639686684
S_455,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/HAGINO02.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/HAGINO02_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_455_Kontakt_Gentleman_soft.wav,S_455_ASAP.mid,ASAP_21-1.mid,True,S_455_ASAP_annotation.tsv,ASAP_21-1_annotation.tsv,606.50141594375,test,S_455_ASAP_align_annot.csv,0.9809690601284297,0.9683070185548001
S_456,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/KaiRuiR02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/KaiRuiR02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_456_Kontakt_Gentleman_soft.wav,S_456_ASAP.mid,ASAP_21-1.mid,True,S_456_ASAP_annotation.tsv,ASAP_21-1_annotation.tsv,637.534375,test,S_456_ASAP_align_annot.csv,0.9922544302311935,0.9744151204333295
S_457,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/Sekino05M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/Sekino05M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_457_Kontakt_Grandeur_hard.wav,S_457_ASAP.mid,ASAP_21-1.mid,False,S_457_ASAP_annotation.tsv,ASAP_21-1_annotation.tsv,510.20703125,test,-1,-1.0,-1.0
S_458,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/YOO05.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/YOO05_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_458_Kontakt_Gentleman_soft.wav,S_458_ASAP.mid,ASAP_21-1.mid,False,S_458_ASAP_annotation.tsv,ASAP_21-1_annotation.tsv,513.6404452229167,test,-1,-1.0,-1.0
S_459,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_459_Kontakt_Gentleman_soft.wav,S_459_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_459_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,514.35445359375,test,S_459_ASAP_align_annot.csv,0.9813692820357467,0.9675925925925926
S_460,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/GonzalezJ06M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/GonzalezJ06M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_460_Kontakt_Maverick_hard.wav,S_460_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_460_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,470.8567708333333,test,S_460_ASAP_align_annot.csv,0.9837298541826555,0.9571385902031063
S_461,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/KimSY02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/KimSY02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_461_Kontakt_Giant_soft.wav,S_461_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_461_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,498.3723958333333,test,S_461_ASAP_align_annot.csv,0.9892489400363416,0.9756571087216248
S_462,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Lariviere01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Lariviere01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_462_Kontakt_Gentleman_soft.wav,S_462_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_462_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,517.558243125,test,S_462_ASAP_align_annot.csv,0.9795339109650433,0.9792413381123058
S_463,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_463_Kontakt_Gentleman_hard.wav,S_463_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_463_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,485.09375,test,S_463_ASAP_align_annot.csv,0.9755102040816327,0.9637096774193549
S_464,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/MorozovS01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/MorozovS01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_464_Kontakt_Giant_soft.wav,S_464_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_464_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,488.733485625,test,S_464_ASAP_align_annot.csv,0.9879409104612602,0.9787933094384708
S_465,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/RichardsonC02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/RichardsonC02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_465_Kontakt_Gentleman_hard.wav,S_465_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_465_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,504.634375,test,S_465_ASAP_align_annot.csv,0.9766116941529236,0.9728195937873357
S_466,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/SEBAST01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/SEBAST01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_466_Kontakt_Gentleman_hard.wav,S_466_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_466_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,517.0839446833332,test,S_466_ASAP_align_annot.csv,0.978907435508346,0.9634109916367981
S_467,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Seo01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Seo01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_467_Kontakt_Giant_hard.wav,S_467_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_467_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,541.1145764062501,test,S_467_ASAP_align_annot.csv,0.9846754807692307,0.9787933094384708
S_468,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Shi02.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Shi02_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_468_Kontakt_Maverick_soft.wav,S_468_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_468_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,541.7996718750001,test,S_468_ASAP_align_annot.csv,0.9859643827346816,0.9756571087216248
S_469,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Shychko02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Shychko02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_469_Kontakt_Gentleman_hard.wav,S_469_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_469_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,520.109375,test,S_469_ASAP_align_annot.csv,0.9841533353456082,0.9738649940262843
S_470,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Sladek02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Sladek02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_470_Kontakt_Giant_hard.wav,S_470_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_470_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,490.85546875,test,S_470_ASAP_align_annot.csv,0.9808830223031406,0.9655017921146953
S_471,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Song03M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Song03M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_471_Kontakt_Gentleman_soft.wav,S_471_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_471_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,522.5611979166666,test,S_471_ASAP_align_annot.csv,0.9882246376811594,0.9775985663082437
S_472,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/SunY02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/SunY02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_472_Kontakt_Gentleman_hard.wav,S_472_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_472_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,481.1020833333333,test,S_472_ASAP_align_annot.csv,0.9872804360993337,0.973715651135006
S_473,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Sychev01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Sychev01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_473_Kontakt_Maverick_soft.wav,S_473_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_473_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,471.222819375,test,S_473_ASAP_align_annot.csv,0.9845008357392494,0.9675925925925926
S_474,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_474_Kontakt_Grandeur_hard.wav,S_474_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_474_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,526.86512484375,test,S_474_ASAP_align_annot.csv,0.9869221411192214,0.9692353643966547
S_475,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff05M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff05M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_475_Kontakt_Grandeur_soft.wav,S_475_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_475_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,482.0169270833333,test,S_475_ASAP_align_annot.csv,0.9817931456548348,0.9583333333333334
S_476,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_476_Kontakt_Giant_hard.wav,S_476_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_476_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,484.28125,test,S_476_ASAP_align_annot.csv,0.9884410646387832,0.9705794504181601
S_477,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_477_Kontakt_Grandeur_hard.wav,S_477_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_477_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,502.25625,test,S_477_ASAP_align_annot.csv,0.9786525359576079,0.965352449223417
S_478,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_478_Kontakt_Giant_hard.wav,S_478_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_478_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,473.815625,test,S_478_ASAP_align_annot.csv,0.9866464339908952,0.9710274790919953
S_479,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_479_Kontakt_Grandeur_soft.wav,S_479_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_479_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,535.41015625,test,S_479_ASAP_align_annot.csv,0.9846153846153847,0.974910394265233
S_480,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_480_Kontakt_Maverick_soft.wav,S_480_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_480_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,489.1635416666667,test,S_480_ASAP_align_annot.csv,0.9862641509433963,0.9758064516129032
S_481,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score_annotations.txt,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_481_Kontakt_Giant_soft.wav,S_481_ASAP.mid,ASAP_21-1_no_repeat.mid,True,S_481_ASAP_annotation.tsv,ASAP_21-1_no_repeat_annotation.tsv,454.6029107812501,test,S_481_ASAP_align_annot.csv,0.9742934455802766,0.9678912783751493
S_482,Beethoven,101,ASAP_Piano_Sonatas_21-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-2/KimSY03.mid,{ASAP}/Beethoven/Piano_Sonatas/21-2/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-2/KimSY03_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-2/midi_score_annotations.txt,subset_S/Beethoven/101_ASAP_Piano_Sonatas_21-2,S_482_Kontakt_Grandeur_hard.wav,S_482_ASAP.mid,ASAP_21-2.mid,True,S_482_ASAP_annotation.tsv,ASAP_21-2_annotation.tsv,212.53584515625,train,S_482_ASAP_align_annot.csv,0.9877551020408163,0.9817444219066938
S_483,Beethoven,101,ASAP_Piano_Sonatas_21-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-2/Sekino05.mid,{ASAP}/Beethoven/Piano_Sonatas/21-2/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-2/Sekino05_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-2/midi_score_annotations.txt,subset_S/Beethoven/101_ASAP_Piano_Sonatas_21-2,S_483_Kontakt_Grandeur_hard.wav,S_483_ASAP.mid,ASAP_21-2.mid,True,S_483_ASAP_annotation.tsv,ASAP_21-2_annotation.tsv,213.4606728729167,train,S_483_ASAP_align_annot.csv,0.9715447154471545,0.9695740365111561
S_484,Beethoven,101,ASAP_Piano_Sonatas_21-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-2/YOO05M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-2/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-2/YOO05M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-2/midi_score_annotations.txt,subset_S/Beethoven/101_ASAP_Piano_Sonatas_21-2,S_484_Kontakt_Giant_soft.wav,S_484_ASAP.mid,ASAP_21-2.mid,True,S_484_ASAP_annotation.tsv,ASAP_21-2_annotation.tsv,245.49375,train,S_484_ASAP_align_annot.csv,0.9838056680161943,0.9858012170385395
S_485,Beethoven,102,ASAP_Piano_Sonatas_21-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-3/KimSY04M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-3/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-3/KimSY04M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-3/midi_score_annotations.txt,subset_S/Beethoven/102_ASAP_Piano_Sonatas_21-3,S_485_Kontakt_Giant_hard.wav,S_485_ASAP.mid,ASAP_21-3.mid,True,S_485_ASAP_annotation.tsv,ASAP_21-3_annotation.tsv,579.3932291666666,train,S_485_ASAP_align_annot.csv,0.950227492072246,0.7688531905399375
S_486,Beethoven,102,ASAP_Piano_Sonatas_21-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-3/Sekino05M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-3/midi_score.mid,{ASAP}/Beethoven/Piano_Sonatas/21-3/Sekino05M_annotations.txt,{ASAP}/Beethoven/Piano_Sonatas/21-3/midi_score_annotations.txt,subset_S/Beethoven/102_ASAP_Piano_Sonatas_21-3,S_486_Kontakt_Giant_soft.wav,S_486_ASAP.mid,ASAP_21-3.mid,True,S_486_ASAP_annotation.tsv,ASAP_21-3_annotation.tsv,605.6861979166666,train,S_486_ASAP_align_annot.csv,0.9569110240626749,0.7630522088353414
