performance_id,composer,piece_id,title,source,performance_audio_external,performance_MIDI_external,MIDI_score_external,folder,performance_audio,performance_MIDI,MIDI_score,split
R_50,Schumann,461,CPM_Scenes_From_Childhood_Opus_15_9_On_the_Rocking_Horse,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-scn15_9_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-scn15_9_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-scn15_9_ENSTDkAm.mid,subset_R/Schumann/461_CPM_Scenes_From_Childhood_Opus_15_9_On_the_Rocking_Horse,R_50_MAPS.wav,R_50_A_MAPS_scn15_9_ENSTDkAm.mid,R_50_A_MAPS_scn15_9_ENSTDkAm.mid,testing
R_51,Schumann,468,CPM_Kreisleriana_Opus_16_3,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-scn16_3_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-scn16_3_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-scn16_3_ENSTDkCl.mid,subset_R/Schumann/468_CPM_Kreisleriana_Opus_16_3,R_51_MAPS.wav,R_51_A_MAPS_scn16_3_ENSTDkCl.mid,R_51_A_MAPS_scn16_3_ENSTDkCl.mid,testing
R_52,Schumann,469,CPM_Kreisleriana_Opus_16_4,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-scn16_4_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-scn16_4_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-scn16_4_ENSTDkAm.mid,subset_R/Schumann/469_CPM_Kreisleriana_Opus_16_4,R_52_MAPS.wav,R_52_A_MAPS_scn16_4_ENSTDkAm.mid,R_52_A_MAPS_scn16_4_ENSTDkAm.mid,testing
R_53,Schumann,469,CPM_Kreisleriana_Opus_16_4,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-scn16_4_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-scn16_4_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-scn16_4_ENSTDkCl.mid,subset_R/Schumann/469_CPM_Kreisleriana_Opus_16_4,R_53_MAPS.wav,R_53_A_MAPS_scn16_4_ENSTDkCl.mid,R_53_A_MAPS_scn16_4_ENSTDkCl.mid,testing
R_54,Tchaikovsky,483,CPM_The_Seasons_Opus_37a_3_March_Song_of_the_Lark,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-ty_maerz_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-ty_maerz_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-ty_maerz_ENSTDkAm.mid,subset_R/Tchaikovsky/483_CPM_The_Seasons_Opus_37a_3_March_Song_of_the_Lark,R_54_MAPS.wav,R_54_A_MAPS_ty_maerz_ENSTDkAm.mid,R_54_A_MAPS_ty_maerz_ENSTDkAm.mid,testing
R_55,Tchaikovsky,483,CPM_The_Seasons_Opus_37a_3_March_Song_of_the_Lark,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-ty_maerz_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-ty_maerz_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-ty_maerz_ENSTDkCl.mid,subset_R/Tchaikovsky/483_CPM_The_Seasons_Opus_37a_3_March_Song_of_the_Lark,R_55_MAPS.wav,R_55_A_MAPS_ty_maerz_ENSTDkCl.mid,R_55_A_MAPS_ty_maerz_ENSTDkCl.mid,testing
R_56,Tchaikovsky,485,CPM_The_Seasons_Opus_37a_5_May_Starlight_Nights,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-ty_mai_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-ty_mai_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-ty_mai_ENSTDkAm.mid,subset_R/Tchaikovsky/485_CPM_The_Seasons_Opus_37a_5_May_Starlight_Nights,R_56_MAPS.wav,R_56_A_MAPS_ty_mai_ENSTDkAm.mid,R_56_A_MAPS_ty_mai_ENSTDkAm.mid,testing
R_57,Tchaikovsky,485,CPM_The_Seasons_Opus_37a_5_May_Starlight_Nights,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-ty_mai_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-ty_mai_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-ty_mai_ENSTDkCl.mid,subset_R/Tchaikovsky/485_CPM_The_Seasons_Opus_37a_5_May_Starlight_Nights,R_57_MAPS.wav,R_57_A_MAPS_ty_mai_ENSTDkCl.mid,R_57_A_MAPS_ty_mai_ENSTDkCl.mid,testing
R_58,Tchaikovsky,491,CPM_The_Seasons_Opus_37a_11_November_Troika_Ride,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-ty_november_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-ty_november_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-ty_november_ENSTDkAm.mid,subset_R/Tchaikovsky/491_CPM_The_Seasons_Opus_37a_11_November_Troika_Ride,R_58_MAPS.wav,R_58_A_MAPS_ty_november_ENSTDkAm.mid,R_58_A_MAPS_ty_november_ENSTDkAm.mid,testing
R_59,Beethoven,100,CPM_Sonata_No.21_C_major_Waldstein_Opus_53_1,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-waldstein_1_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-waldstein_1_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-waldstein_1_ENSTDkAm.mid,subset_R/Beethoven/100_CPM_Sonata_No.21_C_major_Waldstein_Opus_53_1,R_59_MAPS.wav,R_59_A_MAPS_waldstein_1_ENSTDkAm.mid,R_59_A_MAPS_waldstein_1_ENSTDkAm.mid,testing
R_60,Bach,15,ASAP_Fugue_bwv_846,ASAP,{ASAP}/Bach/Fugue/bwv_846/Shi05M.wav,{ASAP}/Bach/Fugue/bwv_846/Shi05M.mid,{ASAP}/Bach/Fugue/bwv_846/midi_score.mid,subset_R/Bach/15_ASAP_Fugue_bwv_846,R_60_ASAP.wav,R_60_ASAP.mid,ASAP_bwv_846.mid,training
R_61,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/Denisova06M.wav,{ASAP}/Bach/Fugue/bwv_848/Denisova06M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_61_ASAP.wav,R_61_ASAP.mid,ASAP_bwv_848.mid,validation
R_62,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/Lee01M.wav,{ASAP}/Bach/Fugue/bwv_848/Lee01M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_62_ASAP.wav,R_62_ASAP.mid,ASAP_bwv_848.mid,validation
R_63,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/LeeSH01M.wav,{ASAP}/Bach/Fugue/bwv_848/LeeSH01M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_63_ASAP.wav,R_63_ASAP.mid,ASAP_bwv_848.mid,validation
R_64,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/Lin04M.wav,{ASAP}/Bach/Fugue/bwv_848/Lin04M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_64_ASAP.wav,R_64_ASAP.mid,ASAP_bwv_848.mid,validation
R_65,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/Lou01M.wav,{ASAP}/Bach/Fugue/bwv_848/Lou01M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_65_ASAP.wav,R_65_ASAP.mid,ASAP_bwv_848.mid,validation
R_66,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/MiyashitaM01M.wav,{ASAP}/Bach/Fugue/bwv_848/MiyashitaM01M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_66_ASAP.wav,R_66_ASAP.mid,ASAP_bwv_848.mid,validation
R_67,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/Mizumoto03M.wav,{ASAP}/Bach/Fugue/bwv_848/Mizumoto03M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_67_ASAP.wav,R_67_ASAP.mid,ASAP_bwv_848.mid,validation
R_68,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/SunY01M.wav,{ASAP}/Bach/Fugue/bwv_848/SunY01M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_68_ASAP.wav,R_68_ASAP.mid,ASAP_bwv_848.mid,validation
R_69,Bach,16,ASAP_Fugue_bwv_848,ASAP,{ASAP}/Bach/Fugue/bwv_848/Zhou01M.wav,{ASAP}/Bach/Fugue/bwv_848/Zhou01M.mid,{ASAP}/Bach/Fugue/bwv_848/midi_score.mid,subset_R/Bach/16_ASAP_Fugue_bwv_848,R_69_ASAP.wav,R_69_ASAP.mid,ASAP_bwv_848.mid,validation
R_70,Bach,17,ASAP_Fugue_bwv_854,ASAP,{ASAP}/Bach/Fugue/bwv_854/LuA01M.wav,{ASAP}/Bach/Fugue/bwv_854/LuA01M.mid,{ASAP}/Bach/Fugue/bwv_854/midi_score.mid,subset_R/Bach/17_ASAP_Fugue_bwv_854,R_70_ASAP.wav,R_70_ASAP.mid,ASAP_bwv_854.mid,training
R_71,Bach,17,ASAP_Fugue_bwv_854,ASAP,{ASAP}/Bach/Fugue/bwv_854/MiyashitaM01M.wav,{ASAP}/Bach/Fugue/bwv_854/MiyashitaM01M.mid,{ASAP}/Bach/Fugue/bwv_854/midi_score.mid,subset_R/Bach/17_ASAP_Fugue_bwv_854,R_71_ASAP.wav,R_71_ASAP.mid,ASAP_bwv_854.mid,training
R_72,Bach,17,ASAP_Fugue_bwv_854,ASAP,{ASAP}/Bach/Fugue/bwv_854/Ozaki01M.wav,{ASAP}/Bach/Fugue/bwv_854/Ozaki01M.mid,{ASAP}/Bach/Fugue/bwv_854/midi_score.mid,subset_R/Bach/17_ASAP_Fugue_bwv_854,R_72_ASAP.wav,R_72_ASAP.mid,ASAP_bwv_854.mid,training
R_73,Bach,17,ASAP_Fugue_bwv_854,ASAP,{ASAP}/Bach/Fugue/bwv_854/Richardson01M.wav,{ASAP}/Bach/Fugue/bwv_854/Richardson01M.mid,{ASAP}/Bach/Fugue/bwv_854/midi_score.mid,subset_R/Bach/17_ASAP_Fugue_bwv_854,R_73_ASAP.wav,R_73_ASAP.mid,ASAP_bwv_854.mid,training
R_74,Bach,17,ASAP_Fugue_bwv_854,ASAP,{ASAP}/Bach/Fugue/bwv_854/WangA01M.wav,{ASAP}/Bach/Fugue/bwv_854/WangA01M.mid,{ASAP}/Bach/Fugue/bwv_854/midi_score.mid,subset_R/Bach/17_ASAP_Fugue_bwv_854,R_74_ASAP.wav,R_74_ASAP.mid,ASAP_bwv_854.mid,training
R_75,Bach,18,ASAP_Fugue_bwv_856,ASAP,{ASAP}/Bach/Fugue/bwv_856/LuoJ01M.wav,{ASAP}/Bach/Fugue/bwv_856/LuoJ01M.mid,{ASAP}/Bach/Fugue/bwv_856/midi_score.mid,subset_R/Bach/18_ASAP_Fugue_bwv_856,R_75_ASAP.wav,R_75_ASAP.mid,ASAP_bwv_856.mid,training
R_76,Bach,19,ASAP_Fugue_bwv_857,ASAP,{ASAP}/Bach/Fugue/bwv_857/Bult-ItoS02M.wav,{ASAP}/Bach/Fugue/bwv_857/Bult-ItoS02M.mid,{ASAP}/Bach/Fugue/bwv_857/midi_score.mid,subset_R/Bach/19_ASAP_Fugue_bwv_857,R_76_ASAP.wav,R_76_ASAP.mid,ASAP_bwv_857.mid,training
R_77,Bach,19,ASAP_Fugue_bwv_857,ASAP,{ASAP}/Bach/Fugue/bwv_857/Lisiecki04M.wav,{ASAP}/Bach/Fugue/bwv_857/Lisiecki04M.mid,{ASAP}/Bach/Fugue/bwv_857/midi_score.mid,subset_R/Bach/19_ASAP_Fugue_bwv_857,R_77_ASAP.wav,R_77_ASAP.mid,ASAP_bwv_857.mid,training
R_78,Bach,19,ASAP_Fugue_bwv_857,ASAP,{ASAP}/Bach/Fugue/bwv_857/ToA01M.wav,{ASAP}/Bach/Fugue/bwv_857/ToA01M.mid,{ASAP}/Bach/Fugue/bwv_857/midi_score.mid,subset_R/Bach/19_ASAP_Fugue_bwv_857,R_78_ASAP.wav,R_78_ASAP.mid,ASAP_bwv_857.mid,training
R_79,Bach,19,ASAP_Fugue_bwv_857,ASAP,{ASAP}/Bach/Fugue/bwv_857/WangA01M.wav,{ASAP}/Bach/Fugue/bwv_857/WangA01M.mid,{ASAP}/Bach/Fugue/bwv_857/midi_score.mid,subset_R/Bach/19_ASAP_Fugue_bwv_857,R_79_ASAP.wav,R_79_ASAP.mid,ASAP_bwv_857.mid,training
R_80,Bach,19,ASAP_Fugue_bwv_857,ASAP,{ASAP}/Bach/Fugue/bwv_857/YuP01M.wav,{ASAP}/Bach/Fugue/bwv_857/YuP01M.mid,{ASAP}/Bach/Fugue/bwv_857/midi_score.mid,subset_R/Bach/19_ASAP_Fugue_bwv_857,R_80_ASAP.wav,R_80_ASAP.mid,ASAP_bwv_857.mid,training
R_81,Bach,20,ASAP_Fugue_bwv_858,ASAP,{ASAP}/Bach/Fugue/bwv_858/VuV01M.wav,{ASAP}/Bach/Fugue/bwv_858/VuV01M.mid,{ASAP}/Bach/Fugue/bwv_858/midi_score.mid,subset_R/Bach/20_ASAP_Fugue_bwv_858,R_81_ASAP.wav,R_81_ASAP.mid,ASAP_bwv_858.mid,training
R_82,Bach,20,ASAP_Fugue_bwv_858,ASAP,{ASAP}/Bach/Fugue/bwv_858/Zhang01M.wav,{ASAP}/Bach/Fugue/bwv_858/Zhang01M.mid,{ASAP}/Bach/Fugue/bwv_858/midi_score.mid,subset_R/Bach/20_ASAP_Fugue_bwv_858,R_82_ASAP.wav,R_82_ASAP.mid,ASAP_bwv_858.mid,training
R_83,Bach,21,ASAP_Fugue_bwv_860,ASAP,{ASAP}/Bach/Fugue/bwv_860/Ko04M.wav,{ASAP}/Bach/Fugue/bwv_860/Ko04M.mid,{ASAP}/Bach/Fugue/bwv_860/midi_score.mid,subset_R/Bach/21_ASAP_Fugue_bwv_860,R_83_ASAP.wav,R_83_ASAP.mid,ASAP_bwv_860.mid,testing
R_84,Bach,21,ASAP_Fugue_bwv_860,ASAP,{ASAP}/Bach/Fugue/bwv_860/Nikiforov05M.wav,{ASAP}/Bach/Fugue/bwv_860/Nikiforov05M.mid,{ASAP}/Bach/Fugue/bwv_860/midi_score.mid,subset_R/Bach/21_ASAP_Fugue_bwv_860,R_84_ASAP.wav,R_84_ASAP.mid,ASAP_bwv_860.mid,testing
R_85,Bach,21,ASAP_Fugue_bwv_860,ASAP,{ASAP}/Bach/Fugue/bwv_860/Tetzloff04M.wav,{ASAP}/Bach/Fugue/bwv_860/Tetzloff04M.mid,{ASAP}/Bach/Fugue/bwv_860/midi_score.mid,subset_R/Bach/21_ASAP_Fugue_bwv_860,R_85_ASAP.wav,R_85_ASAP.mid,ASAP_bwv_860.mid,testing
R_86,Bach,21,ASAP_Fugue_bwv_860,ASAP,{ASAP}/Bach/Fugue/bwv_860/TuanS01M.wav,{ASAP}/Bach/Fugue/bwv_860/TuanS01M.mid,{ASAP}/Bach/Fugue/bwv_860/midi_score.mid,subset_R/Bach/21_ASAP_Fugue_bwv_860,R_86_ASAP.wav,R_86_ASAP.mid,ASAP_bwv_860.mid,testing
R_87,Bach,21,ASAP_Fugue_bwv_860,ASAP,{ASAP}/Bach/Fugue/bwv_860/YoungS01M.wav,{ASAP}/Bach/Fugue/bwv_860/YoungS01M.mid,{ASAP}/Bach/Fugue/bwv_860/midi_score.mid,subset_R/Bach/21_ASAP_Fugue_bwv_860,R_87_ASAP.wav,R_87_ASAP.mid,ASAP_bwv_860.mid,testing
R_88,Bach,21,ASAP_Fugue_bwv_860,ASAP,{ASAP}/Bach/Fugue/bwv_860/ZhangH04M.wav,{ASAP}/Bach/Fugue/bwv_860/ZhangH04M.mid,{ASAP}/Bach/Fugue/bwv_860/midi_score.mid,subset_R/Bach/21_ASAP_Fugue_bwv_860,R_88_ASAP.wav,R_88_ASAP.mid,ASAP_bwv_860.mid,testing
R_89,Bach,22,ASAP_Fugue_bwv_862,ASAP,{ASAP}/Bach/Fugue/bwv_862/Song04M.wav,{ASAP}/Bach/Fugue/bwv_862/Song04M.mid,{ASAP}/Bach/Fugue/bwv_862/midi_score.mid,subset_R/Bach/22_ASAP_Fugue_bwv_862,R_89_ASAP.wav,R_89_ASAP.mid,ASAP_bwv_862.mid,validation
R_90,Bach,23,ASAP_Fugue_bwv_863,ASAP,{ASAP}/Bach/Fugue/bwv_863/LeeN01M.wav,{ASAP}/Bach/Fugue/bwv_863/LeeN01M.mid,{ASAP}/Bach/Fugue/bwv_863/midi_score.mid,subset_R/Bach/23_ASAP_Fugue_bwv_863,R_90_ASAP.wav,R_90_ASAP.mid,ASAP_bwv_863.mid,validation
R_91,Bach,23,ASAP_Fugue_bwv_863,ASAP,{ASAP}/Bach/Fugue/bwv_863/Shychko01M.wav,{ASAP}/Bach/Fugue/bwv_863/Shychko01M.mid,{ASAP}/Bach/Fugue/bwv_863/midi_score.mid,subset_R/Bach/23_ASAP_Fugue_bwv_863,R_91_ASAP.wav,R_91_ASAP.mid,ASAP_bwv_863.mid,validation
R_92,Bach,23,ASAP_Fugue_bwv_863,ASAP,{ASAP}/Bach/Fugue/bwv_863/TongB01M.wav,{ASAP}/Bach/Fugue/bwv_863/TongB01M.mid,{ASAP}/Bach/Fugue/bwv_863/midi_score.mid,subset_R/Bach/23_ASAP_Fugue_bwv_863,R_92_ASAP.wav,R_92_ASAP.mid,ASAP_bwv_863.mid,validation
R_93,Bach,24,ASAP_Fugue_bwv_864,ASAP,{ASAP}/Bach/Fugue/bwv_864/SunD01M.wav,{ASAP}/Bach/Fugue/bwv_864/SunD01M.mid,{ASAP}/Bach/Fugue/bwv_864/midi_score.mid,subset_R/Bach/24_ASAP_Fugue_bwv_864,R_93_ASAP.wav,R_93_ASAP.mid,ASAP_bwv_864.mid,validation
R_94,Bach,25,ASAP_Fugue_bwv_865,ASAP,{ASAP}/Bach/Fugue/bwv_865/Teo01M.wav,{ASAP}/Bach/Fugue/bwv_865/Teo01M.mid,{ASAP}/Bach/Fugue/bwv_865/midi_score.mid,subset_R/Bach/25_ASAP_Fugue_bwv_865,R_94_ASAP.wav,R_94_ASAP.mid,ASAP_bwv_865.mid,training
R_95,Bach,25,ASAP_Fugue_bwv_865,ASAP,{ASAP}/Bach/Fugue/bwv_865/ZhangE01M.wav,{ASAP}/Bach/Fugue/bwv_865/ZhangE01M.mid,{ASAP}/Bach/Fugue/bwv_865/midi_score.mid,subset_R/Bach/25_ASAP_Fugue_bwv_865,R_95_ASAP.wav,R_95_ASAP.mid,ASAP_bwv_865.mid,training
R_96,Bach,27,ASAP_Fugue_bwv_867,ASAP,{ASAP}/Bach/Fugue/bwv_867/HuNY01M.wav,{ASAP}/Bach/Fugue/bwv_867/HuNY01M.mid,{ASAP}/Bach/Fugue/bwv_867/midi_score.mid,subset_R/Bach/27_ASAP_Fugue_bwv_867,R_96_ASAP.wav,R_96_ASAP.mid,ASAP_bwv_867.mid,training
R_97,Bach,27,ASAP_Fugue_bwv_867,ASAP,{ASAP}/Bach/Fugue/bwv_867/Sham01M.wav,{ASAP}/Bach/Fugue/bwv_867/Sham01M.mid,{ASAP}/Bach/Fugue/bwv_867/midi_score.mid,subset_R/Bach/27_ASAP_Fugue_bwv_867,R_97_ASAP.wav,R_97_ASAP.mid,ASAP_bwv_867.mid,training
R_98,Bach,28,ASAP_Fugue_bwv_868,ASAP,{ASAP}/Bach/Fugue/bwv_868/GonzalezJ05M.wav,{ASAP}/Bach/Fugue/bwv_868/GonzalezJ05M.mid,{ASAP}/Bach/Fugue/bwv_868/midi_score.mid,subset_R/Bach/28_ASAP_Fugue_bwv_868,R_98_ASAP.wav,R_98_ASAP.mid,ASAP_bwv_868.mid,training
R_99,Bach,29,ASAP_Fugue_bwv_870,ASAP,{ASAP}/Bach/Fugue/bwv_870/ChenW01M.wav,{ASAP}/Bach/Fugue/bwv_870/ChenW01M.mid,{ASAP}/Bach/Fugue/bwv_870/midi_score.mid,subset_R/Bach/29_ASAP_Fugue_bwv_870,R_99_ASAP.wav,R_99_ASAP.mid,ASAP_bwv_870.mid,training
R_100,Bach,29,ASAP_Fugue_bwv_870,ASAP,{ASAP}/Bach/Fugue/bwv_870/LeeE01M.wav,{ASAP}/Bach/Fugue/bwv_870/LeeE01M.mid,{ASAP}/Bach/Fugue/bwv_870/midi_score.mid,subset_R/Bach/29_ASAP_Fugue_bwv_870,R_100_ASAP.wav,R_100_ASAP.mid,ASAP_bwv_870.mid,training
R_101,Bach,29,ASAP_Fugue_bwv_870,ASAP,{ASAP}/Bach/Fugue/bwv_870/MaximovI01M.wav,{ASAP}/Bach/Fugue/bwv_870/MaximovI01M.mid,{ASAP}/Bach/Fugue/bwv_870/midi_score.mid,subset_R/Bach/29_ASAP_Fugue_bwv_870,R_101_ASAP.wav,R_101_ASAP.mid,ASAP_bwv_870.mid,training
R_102,Bach,30,ASAP_Fugue_bwv_873,ASAP,{ASAP}/Bach/Fugue/bwv_873/Lisiecki13M.wav,{ASAP}/Bach/Fugue/bwv_873/Lisiecki13M.mid,{ASAP}/Bach/Fugue/bwv_873/midi_score.mid,subset_R/Bach/30_ASAP_Fugue_bwv_873,R_102_ASAP.wav,R_102_ASAP.mid,ASAP_bwv_873.mid,training
R_103,Bach,31,ASAP_Fugue_bwv_874,ASAP,{ASAP}/Bach/Fugue/bwv_874/BianF01.wav,{ASAP}/Bach/Fugue/bwv_874/BianF01.mid,{ASAP}/Bach/Fugue/bwv_874/midi_score.mid,subset_R/Bach/31_ASAP_Fugue_bwv_874,R_103_ASAP.wav,R_103_ASAP.mid,ASAP_bwv_874.mid,training
R_104,Bach,31,ASAP_Fugue_bwv_874,ASAP,{ASAP}/Bach/Fugue/bwv_874/Kurz01M.wav,{ASAP}/Bach/Fugue/bwv_874/Kurz01M.mid,{ASAP}/Bach/Fugue/bwv_874/midi_score.mid,subset_R/Bach/31_ASAP_Fugue_bwv_874,R_104_ASAP.wav,R_104_ASAP.mid,ASAP_bwv_874.mid,training
R_105,Bach,31,ASAP_Fugue_bwv_874,ASAP,{ASAP}/Bach/Fugue/bwv_874/WongWY01M.wav,{ASAP}/Bach/Fugue/bwv_874/WongWY01M.mid,{ASAP}/Bach/Fugue/bwv_874/midi_score.mid,subset_R/Bach/31_ASAP_Fugue_bwv_874,R_105_ASAP.wav,R_105_ASAP.mid,ASAP_bwv_874.mid,training
R_106,Bach,32,ASAP_Fugue_bwv_875,ASAP,{ASAP}/Bach/Fugue/bwv_875/Ahfat01M.wav,{ASAP}/Bach/Fugue/bwv_875/Ahfat01M.mid,{ASAP}/Bach/Fugue/bwv_875/midi_score.mid,subset_R/Bach/32_ASAP_Fugue_bwv_875,R_106_ASAP.wav,R_106_ASAP.mid,ASAP_bwv_875.mid,training
R_107,Bach,32,ASAP_Fugue_bwv_875,ASAP,{ASAP}/Bach/Fugue/bwv_875/CaoJ01M.wav,{ASAP}/Bach/Fugue/bwv_875/CaoJ01M.mid,{ASAP}/Bach/Fugue/bwv_875/midi_score.mid,subset_R/Bach/32_ASAP_Fugue_bwv_875,R_107_ASAP.wav,R_107_ASAP.mid,ASAP_bwv_875.mid,training
R_108,Bach,33,ASAP_Fugue_bwv_876,ASAP,{ASAP}/Bach/Fugue/bwv_876/SirajA01M.wav,{ASAP}/Bach/Fugue/bwv_876/SirajA01M.mid,{ASAP}/Bach/Fugue/bwv_876/midi_score.mid,subset_R/Bach/33_ASAP_Fugue_bwv_876,R_108_ASAP.wav,R_108_ASAP.mid,ASAP_bwv_876.mid,training
R_109,Bach,33,ASAP_Fugue_bwv_876,ASAP,{ASAP}/Bach/Fugue/bwv_876/Song01M.wav,{ASAP}/Bach/Fugue/bwv_876/Song01M.mid,{ASAP}/Bach/Fugue/bwv_876/midi_score.mid,subset_R/Bach/33_ASAP_Fugue_bwv_876,R_109_ASAP.wav,R_109_ASAP.mid,ASAP_bwv_876.mid,training
R_110,Bach,34,ASAP_Fugue_bwv_880,ASAP,{ASAP}/Bach/Fugue/bwv_880/LeungR01M.wav,{ASAP}/Bach/Fugue/bwv_880/LeungR01M.mid,{ASAP}/Bach/Fugue/bwv_880/midi_score.mid,subset_R/Bach/34_ASAP_Fugue_bwv_880,R_110_ASAP.wav,R_110_ASAP.mid,ASAP_bwv_880.mid,training
R_111,Bach,34,ASAP_Fugue_bwv_880,ASAP,{ASAP}/Bach/Fugue/bwv_880/WangA04M.wav,{ASAP}/Bach/Fugue/bwv_880/WangA04M.mid,{ASAP}/Bach/Fugue/bwv_880/midi_score.mid,subset_R/Bach/34_ASAP_Fugue_bwv_880,R_111_ASAP.wav,R_111_ASAP.mid,ASAP_bwv_880.mid,training
R_112,Bach,35,ASAP_Fugue_bwv_883,ASAP,{ASAP}/Bach/Fugue/bwv_883/GuoE01M.wav,{ASAP}/Bach/Fugue/bwv_883/GuoE01M.mid,{ASAP}/Bach/Fugue/bwv_883/midi_score.mid,subset_R/Bach/35_ASAP_Fugue_bwv_883,R_112_ASAP.wav,R_112_ASAP.mid,ASAP_bwv_883.mid,training
R_113,Bach,35,ASAP_Fugue_bwv_883,ASAP,{ASAP}/Bach/Fugue/bwv_883/Herbert02.wav,{ASAP}/Bach/Fugue/bwv_883/Herbert02.mid,{ASAP}/Bach/Fugue/bwv_883/midi_score.mid,subset_R/Bach/35_ASAP_Fugue_bwv_883,R_113_ASAP.wav,R_113_ASAP.mid,ASAP_bwv_883.mid,training
R_114,Bach,35,ASAP_Fugue_bwv_883,ASAP,{ASAP}/Bach/Fugue/bwv_883/KaiRuiR03.wav,{ASAP}/Bach/Fugue/bwv_883/KaiRuiR03.mid,{ASAP}/Bach/Fugue/bwv_883/midi_score.mid,subset_R/Bach/35_ASAP_Fugue_bwv_883,R_114_ASAP.wav,R_114_ASAP.mid,ASAP_bwv_883.mid,training
R_115,Bach,35,ASAP_Fugue_bwv_883,ASAP,{ASAP}/Bach/Fugue/bwv_883/Khmara04.wav,{ASAP}/Bach/Fugue/bwv_883/Khmara04.mid,{ASAP}/Bach/Fugue/bwv_883/midi_score.mid,subset_R/Bach/35_ASAP_Fugue_bwv_883,R_115_ASAP.wav,R_115_ASAP.mid,ASAP_bwv_883.mid,training
R_116,Bach,35,ASAP_Fugue_bwv_883,ASAP,{ASAP}/Bach/Fugue/bwv_883/LuM01M.wav,{ASAP}/Bach/Fugue/bwv_883/LuM01M.mid,{ASAP}/Bach/Fugue/bwv_883/midi_score.mid,subset_R/Bach/35_ASAP_Fugue_bwv_883,R_116_ASAP.wav,R_116_ASAP.mid,ASAP_bwv_883.mid,training
