performance_id,composer,piece_id,title,source,performance_audio_external,performance_MIDI_external,MIDI_score_external,folder,performance_audio,performance_MIDI,MIDI_score,split
S_384,Balakirev,76,ASAP_Islamey,ASAP,,{ASAP}/Balakirev/Islamey/Shi11.mid,{ASAP}/Balakirev/Islamey/midi_score.mid,subset_S/Balakirev/76_ASAP_Islamey,S_384_Kontakt.wav,S_384_ASAP.mid,ASAP_Islamey.mid,training
S_385,Balakirev,76,ASAP_Islamey,ASAP,,{ASAP}/Balakirev/Islamey/Verbaite04.mid,{ASAP}/Balakirev/Islamey/midi_score.mid,subset_S/Balakirev/76_ASAP_Islamey,S_385_Kontakt.wav,S_385_ASAP.mid,ASAP_Islamey.mid,training
S_386,Balakirev,76,ASAP_Islamey,ASAP,,{ASAP}/Balakirev/Islamey/Yi04M.mid,{ASAP}/Balakirev/Islamey/midi_score.mid,subset_S/Balakirev/76_ASAP_Islamey,S_386_Kontakt.wav,S_386_ASAP.mid,ASAP_Islamey.mid,training
S_387,Beethoven,77,ASAP_Piano_Sonatas_1-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/1-1/KimG01.mid,{ASAP}/Beethoven/Piano_Sonatas/1-1/midi_score.mid,subset_S/Beethoven/77_ASAP_Piano_Sonatas_1-1,S_387_Kontakt.wav,S_387_ASAP.mid,ASAP_1-1.mid,training
S_388,Beethoven,78,ASAP_Piano_Sonatas_10-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/10-1/Hou02M.mid,{ASAP}/Beethoven/Piano_Sonatas/10-1/midi_score.mid,subset_S/Beethoven/78_ASAP_Piano_Sonatas_10-1,S_388_Kontakt.wav,S_388_ASAP.mid,ASAP_10-1.mid,testing
S_389,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_389_Kontakt.wav,S_389_ASAP.mid,ASAP_11-1.mid,training
S_390,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_390_Kontakt.wav,S_390_ASAP.mid,ASAP_11-1.mid,training
S_391,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/LiC03M.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_391_Kontakt.wav,S_391_ASAP.mid,ASAP_11-1.mid,training
S_392,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_392_Kontakt.wav,S_392_ASAP.mid,ASAP_11-1.mid,training
S_393,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_393_Kontakt.wav,S_393_ASAP.mid,ASAP_11-1.mid,training
S_394,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/NAKAJI01.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_394_Kontakt.wav,S_394_ASAP.mid,ASAP_11-1.mid,training
S_395,Beethoven,79,ASAP_Piano_Sonatas_11-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,{ASAP}/Beethoven/Piano_Sonatas/11-1/midi_score.mid,subset_S/Beethoven/79_ASAP_Piano_Sonatas_11-1,S_395_Kontakt.wav,S_395_ASAP.mid,ASAP_11-1.mid,training
S_396,Beethoven,80,ASAP_Piano_Sonatas_11-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-2/MaximovI04.mid,{ASAP}/Beethoven/Piano_Sonatas/11-2/midi_score.mid,subset_S/Beethoven/80_ASAP_Piano_Sonatas_11-2,S_396_Kontakt.wav,S_396_ASAP.mid,ASAP_11-2.mid,training
S_397,Beethoven,81,ASAP_Piano_Sonatas_11-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/11-3/MaximovI05.mid,{ASAP}/Beethoven/Piano_Sonatas/11-3/midi_score.mid,subset_S/Beethoven/81_ASAP_Piano_Sonatas_11-3,S_397_Kontakt.wav,S_397_ASAP.mid,ASAP_11-3.mid,training
S_398,Beethoven,83,ASAP_Piano_Sonatas_12-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/12-1/Garritson01.mid,{ASAP}/Beethoven/Piano_Sonatas/12-1/midi_score.mid,subset_S/Beethoven/83_ASAP_Piano_Sonatas_12-1,S_398_Kontakt.wav,S_398_ASAP.mid,ASAP_12-1.mid,training
S_399,Beethoven,83,ASAP_Piano_Sonatas_12-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/12-1/Kleisen05M.mid,{ASAP}/Beethoven/Piano_Sonatas/12-1/midi_score.mid,subset_S/Beethoven/83_ASAP_Piano_Sonatas_12-1,S_399_Kontakt.wav,S_399_ASAP.mid,ASAP_12-1.mid,training
S_400,Beethoven,83,ASAP_Piano_Sonatas_12-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/12-1/Zhao02.mid,{ASAP}/Beethoven/Piano_Sonatas/12-1/midi_score.mid,subset_S/Beethoven/83_ASAP_Piano_Sonatas_12-1,S_400_Kontakt.wav,S_400_ASAP.mid,ASAP_12-1.mid,training
S_401,Beethoven,84,ASAP_Piano_Sonatas_13-4,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/13-4/Taverna01.mid,{ASAP}/Beethoven/Piano_Sonatas/13-4/midi_score.mid,subset_S/Beethoven/84_ASAP_Piano_Sonatas_13-4,S_401_Kontakt.wav,S_401_ASAP.mid,ASAP_13-4.mid,validation
S_402,Beethoven,87,ASAP_Piano_Sonatas_14-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/14-3/Meek03.mid,{ASAP}/Beethoven/Piano_Sonatas/14-3/midi_score.mid,subset_S/Beethoven/87_ASAP_Piano_Sonatas_14-3,S_402_Kontakt.wav,S_402_ASAP.mid,ASAP_14-3.mid,training
S_403,Beethoven,88,ASAP_Piano_Sonatas_15-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/15-1/LEE_H01.mid,{ASAP}/Beethoven/Piano_Sonatas/15-1/midi_score.mid,subset_S/Beethoven/88_ASAP_Piano_Sonatas_15-1,S_403_Kontakt.wav,S_403_ASAP.mid,ASAP_15-1.mid,training
S_404,Beethoven,88,ASAP_Piano_Sonatas_15-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/15-1/Sekino01.mid,{ASAP}/Beethoven/Piano_Sonatas/15-1/midi_score.mid,subset_S/Beethoven/88_ASAP_Piano_Sonatas_15-1,S_404_Kontakt.wav,S_404_ASAP.mid,ASAP_15-1.mid,training
S_405,Beethoven,88,ASAP_Piano_Sonatas_15-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/15-1/ZhaoA02.mid,{ASAP}/Beethoven/Piano_Sonatas/15-1/midi_score.mid,subset_S/Beethoven/88_ASAP_Piano_Sonatas_15-1,S_405_Kontakt.wav,S_405_ASAP.mid,ASAP_15-1.mid,training
S_406,Beethoven,89,ASAP_Piano_Sonatas_15-4,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/15-4/Floril01.mid,{ASAP}/Beethoven/Piano_Sonatas/15-4/midi_score.mid,subset_S/Beethoven/89_ASAP_Piano_Sonatas_15-4,S_406_Kontakt.wav,S_406_ASAP.mid,ASAP_15-4.mid,training
S_407,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/BuiJL02M.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_407_Kontakt.wav,S_407_ASAP.mid,ASAP_16-1.mid,training
S_408,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/Khmara01.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_408_Kontakt.wav,S_408_ASAP.mid,ASAP_16-1.mid,training
S_409,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/Khmara05M.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_409_Kontakt.wav,S_409_ASAP.mid,ASAP_16-1.mid,training
S_410,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/LeeSH02M.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_410_Kontakt.wav,S_410_ASAP.mid,ASAP_16-1.mid,training
S_411,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/LuoJ03M.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_411_Kontakt.wav,S_411_ASAP.mid,ASAP_16-1.mid,training
S_412,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/Shybayeva02.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_412_Kontakt.wav,S_412_ASAP.mid,ASAP_16-1.mid,training
S_413,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/Woo01.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_413_Kontakt.wav,S_413_ASAP.mid,ASAP_16-1.mid,training
S_414,Beethoven,90,ASAP_Piano_Sonatas_16-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-1/Woo05M.mid,{ASAP}/Beethoven/Piano_Sonatas/16-1/midi_score.mid,subset_S/Beethoven/90_ASAP_Piano_Sonatas_16-1,S_414_Kontakt.wav,S_414_ASAP.mid,ASAP_16-1.mid,training
S_415,Beethoven,91,ASAP_Piano_Sonatas_16-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/16-2/LuoJ04M.mid,{ASAP}/Beethoven/Piano_Sonatas/16-2/midi_score.mid,subset_S/Beethoven/91_ASAP_Piano_Sonatas_16-2,S_415_Kontakt.wav,S_415_ASAP.mid,ASAP_16-2.mid,validation
S_416,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1/KaszoS09M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_416_Kontakt.wav,S_416_ASAP.mid,ASAP_17-1.mid,testing
S_417,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1/Mordvinov02.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_417_Kontakt.wav,S_417_ASAP.mid,ASAP_17-1.mid,testing
S_418,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1/Tuncali01.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_418_Kontakt.wav,S_418_ASAP.mid,ASAP_17-1.mid,testing
S_419,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1/USHIKI05.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_419_Kontakt.wav,S_419_ASAP.mid,ASAP_17-1.mid,testing
S_420,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Giesbrecht02.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_420_Kontakt.wav,S_420_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_421,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/GuoE02M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_421_Kontakt.wav,S_421_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_422,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/HONG01.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_422_Kontakt.wav,S_422_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_423,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/KabuliL02M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_423_Kontakt.wav,S_423_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_424,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_424_Kontakt.wav,S_424_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_425,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_425_Kontakt.wav,S_425_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_426,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_426_Kontakt.wav,S_426_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_427,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_427_Kontakt.wav,S_427_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_428,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Song01.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_428_Kontakt.wav,S_428_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_429,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_429_Kontakt.wav,S_429_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_430,Beethoven,92,ASAP_Piano_Sonatas_17-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,subset_S/Beethoven/92_ASAP_Piano_Sonatas_17-1,S_430_Kontakt.wav,S_430_ASAP.mid,ASAP_17-1_no_repeat.mid,testing
S_431,Beethoven,93,ASAP_Piano_Sonatas_17-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-2/KaszoS10.mid,{ASAP}/Beethoven/Piano_Sonatas/17-2/midi_score.mid,subset_S/Beethoven/93_ASAP_Piano_Sonatas_17-2,S_431_Kontakt.wav,S_431_ASAP.mid,ASAP_17-2.mid,validation
S_432,Beethoven,93,ASAP_Piano_Sonatas_17-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-2/USHIKI05M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-2/midi_score.mid,subset_S/Beethoven/93_ASAP_Piano_Sonatas_17-2,S_432_Kontakt.wav,S_432_ASAP.mid,ASAP_17-2.mid,validation
S_433,Beethoven,94,ASAP_Piano_Sonatas_17-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-3/KaszoS11M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-3/midi_score.mid,subset_S/Beethoven/94_ASAP_Piano_Sonatas_17-3,S_433_Kontakt.wav,S_433_ASAP.mid,ASAP_17-3.mid,training
S_434,Beethoven,94,ASAP_Piano_Sonatas_17-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/17-3/USHIKI05M.mid,{ASAP}/Beethoven/Piano_Sonatas/17-3/midi_score.mid,subset_S/Beethoven/94_ASAP_Piano_Sonatas_17-3,S_434_Kontakt.wav,S_434_ASAP.mid,ASAP_17-3.mid,training
S_435,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/Avdeeva01.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_435_Kontakt.wav,S_435_ASAP.mid,ASAP_18-1.mid,training
S_436,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/ChenGuang03M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_436_Kontakt.wav,S_436_ASAP.mid,ASAP_18-1.mid,training
S_437,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/KOLESO06M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_437_Kontakt.wav,S_437_ASAP.mid,ASAP_18-1.mid,training
S_438,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/LeungR02M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_438_Kontakt.wav,S_438_ASAP.mid,ASAP_18-1.mid,training
S_439,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/Levitsky01.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_439_Kontakt.wav,S_439_ASAP.mid,ASAP_18-1.mid,training
S_440,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/Levitsky05M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_440_Kontakt.wav,S_440_ASAP.mid,ASAP_18-1.mid,training
S_441,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/Smirnov01.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_441_Kontakt.wav,S_441_ASAP.mid,ASAP_18-1.mid,training
S_442,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/ZhangH01.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_442_Kontakt.wav,S_442_ASAP.mid,ASAP_18-1.mid,training
S_443,Beethoven,95,ASAP_Piano_Sonatas_18-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-1/ZhangH05M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-1/midi_score.mid,subset_S/Beethoven/95_ASAP_Piano_Sonatas_18-1,S_443_Kontakt.wav,S_443_ASAP.mid,ASAP_18-1.mid,training
S_444,Beethoven,96,ASAP_Piano_Sonatas_18-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-2/ChenGuang04.mid,{ASAP}/Beethoven/Piano_Sonatas/18-2/midi_score.mid,subset_S/Beethoven/96_ASAP_Piano_Sonatas_18-2,S_444_Kontakt.wav,S_444_ASAP.mid,ASAP_18-2.mid,training
S_445,Beethoven,96,ASAP_Piano_Sonatas_18-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-2/Schmitt01.mid,{ASAP}/Beethoven/Piano_Sonatas/18-2/midi_score.mid,subset_S/Beethoven/96_ASAP_Piano_Sonatas_18-2,S_445_Kontakt.wav,S_445_ASAP.mid,ASAP_18-2.mid,training
S_446,Beethoven,96,ASAP_Piano_Sonatas_18-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-2_no_repeat/KOLESO06.mid,{ASAP}/Beethoven/Piano_Sonatas/18-2_no_repeat/midi_score.mid,subset_S/Beethoven/96_ASAP_Piano_Sonatas_18-2,S_446_Kontakt.wav,S_446_ASAP.mid,ASAP_18-2_no_repeat.mid,training
S_447,Beethoven,96,ASAP_Piano_Sonatas_18-2,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-2_no_repeat/Schmitt01.mid,{ASAP}/Beethoven/Piano_Sonatas/18-2_no_repeat/midi_score.mid,subset_S/Beethoven/96_ASAP_Piano_Sonatas_18-2,S_447_Kontakt.wav,S_447_ASAP.mid,ASAP_18-2_no_repeat.mid,training
S_448,Beethoven,97,ASAP_Piano_Sonatas_18-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-3/ChenGuang05.mid,{ASAP}/Beethoven/Piano_Sonatas/18-3/midi_score.mid,subset_S/Beethoven/97_ASAP_Piano_Sonatas_18-3,S_448_Kontakt.wav,S_448_ASAP.mid,ASAP_18-3.mid,training
S_449,Beethoven,97,ASAP_Piano_Sonatas_18-3,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-3/KOLESO06.mid,{ASAP}/Beethoven/Piano_Sonatas/18-3/midi_score.mid,subset_S/Beethoven/97_ASAP_Piano_Sonatas_18-3,S_449_Kontakt.wav,S_449_ASAP.mid,ASAP_18-3.mid,training
S_450,Beethoven,98,ASAP_Piano_Sonatas_18-4,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-4/ChenGuang06M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-4/midi_score.mid,subset_S/Beethoven/98_ASAP_Piano_Sonatas_18-4,S_450_Kontakt.wav,S_450_ASAP.mid,ASAP_18-4.mid,validation
S_451,Beethoven,98,ASAP_Piano_Sonatas_18-4,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/18-4/KOLESO06M.mid,{ASAP}/Beethoven/Piano_Sonatas/18-4/midi_score.mid,subset_S/Beethoven/98_ASAP_Piano_Sonatas_18-4,S_451_Kontakt.wav,S_451_ASAP.mid,ASAP_18-4.mid,validation
S_452,Beethoven,99,ASAP_Piano_Sonatas_2-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/2-1/Kochetkova01.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score.mid,subset_S/Beethoven/99_ASAP_Piano_Sonatas_2-1,S_452_Kontakt.wav,S_452_ASAP.mid,ASAP_2-1.mid,training
S_453,Beethoven,99,ASAP_Piano_Sonatas_2-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/2-1/OUSSET01.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score.mid,subset_S/Beethoven/99_ASAP_Piano_Sonatas_2-1,S_453_Kontakt.wav,S_453_ASAP.mid,ASAP_2-1.mid,training
S_454,Beethoven,99,ASAP_Piano_Sonatas_2-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/2-1/Yang02.mid,{ASAP}/Beethoven/Piano_Sonatas/2-1/midi_score.mid,subset_S/Beethoven/99_ASAP_Piano_Sonatas_2-1,S_454_Kontakt.wav,S_454_ASAP.mid,ASAP_2-1.mid,training
S_455,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/HAGINO02.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_455_Kontakt.wav,S_455_ASAP.mid,ASAP_21-1.mid,testing
S_456,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/KaiRuiR02M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_456_Kontakt.wav,S_456_ASAP.mid,ASAP_21-1.mid,testing
S_457,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/Sekino05M.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_457_Kontakt.wav,S_457_ASAP.mid,ASAP_21-1.mid,testing
S_458,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1/YOO05.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1/midi_score.mid,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_458_Kontakt.wav,S_458_ASAP.mid,ASAP_21-1.mid,testing
S_459,Beethoven,100,ASAP_Piano_Sonatas_21-1,ASAP,,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01.mid,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,subset_S/Beethoven/100_ASAP_Piano_Sonatas_21-1,S_459_Kontakt.wav,S_459_ASAP.mid,ASAP_21-1_no_repeat.mid,testing
