id,composer,split,ASAP_title,CPM_title
457,Schumann,training,,Scenes_From_Childhood_Opus_15_5_Perfect_Happiness
458,Schumann,testing,,Scenes_From_Childhood_Opus_15_6_Great_Adventure
459,Schumann,training,,Scenes_From_Childhood_Opus_15_7_Reverie
460,Schumann,training,,Scenes_From_Childhood_Opus_15_8_By_the_Fire-side
461,Schumann,testing,,Scenes_From_Childhood_Opus_15_9_On_the_Rocking_Horse
462,Schumann,training,,Scenes_From_Childhood_Opus_15_10_Almost_Too_Serious
463,Schumann,testing,,Scenes_From_Childhood_Opus_15_11_Hobgoblin
464,Schumann,testing,,Scenes_From_Childhood_Opus_15_12_In_Slumberland
465,Schumann,training,,Scenes_From_Childhood_Opus_15_13_The_Poet_speaks
466,Schumann,training,Kreisleriana_1,Kreisleriana_Opus_16_1
467,Schumann,training,Kreisleriana_2,Kreisleriana_Opus_16_2
468,Schumann,testing,Kreisleriana_3,Kreisleriana_Opus_16_3
469,Schumann,testing,Kreisleriana_4,Kreisleriana_Opus_16_4
470,Schumann,training,Kreisleriana_5,Kreisleriana_Opus_16_5
471,Schumann,training,Kreisleriana_6,Kreisleriana_Opus_16_6
472,Schumann,training,Kreisleriana_7,Kreisleriana_Opus_16_7
473,Schumann,training,,Kreisleriana_Opus_16_8
474,Schumann,training,Toccata,
475,Schumann,validation,Toccata_repeat,
476,Schumann,training,,Album_for_the_young_Opus_68_10_The_happy_Farmer
477,Schumann,training,,Album_for_the_young_Opus_68_12_Knecht_Ruprecht
478,Scriabin,training,Etudes_op_8_11,
479,Scriabin,training,Sonatas_5,
480,Sinding,training,,Rustle_of_spring_Opus_32_3
481,Tchaikovsky,training,,The_Seasons_Opus_37a_1_January_At_the_Fireside
482,Tchaikovsky,training,,The_Seasons_Opus_37a_2_February_Carnival
483,Tchaikovsky,testing,,The_Seasons_Opus_37a_3_March_Song_of_the_Lark
484,Tchaikovsky,training,,The_Seasons_Opus_37a_4_April_Snowdrop
485,Tchaikovsky,testing,,The_Seasons_Opus_37a_5_May_Starlight_Nights
486,Tchaikovsky,validation,,The_Seasons_Opus_37a_6_June_Barcarolle
487,Tchaikovsky,training,,The_Seasons_Opus_37a_7_July_Song_of_the_Reaper
488,Tchaikovsky,training,,The_Seasons_Opus_37a_8_August_Harvest
489,Tchaikovsky,training,,The_Seasons_Opus_37a_9_September_The_Hunt
490,Tchaikovsky,training,,The_Seasons_Opus_37a_10_October_Autumn_Song
491,Tchaikovsky,testing,,The_Seasons_Opus_37a_11_November_Troika_Ride
492,Tchaikovsky,training,,The_Seasons_Opus_37a_12_December_Christmas
493,Christmas,testing,,M.P.Heller_Joy_of_Christmas_Christmas_Fantasia
494,Christmas,training,,Ferd.Keller_Christmas_Fantasia
495,Christmas,testing,,GustavLange_To_Christmas_Fantasia_Opus_172_No.5
496,Christmas,training,,RobertLeonard_Christmas_Fantasia_Opus_99
497,Christmas,testing,,Heinrich_Lichner_Fantasia_of_Silent_Night_Holy_Night_Opus_269_No.3
