performance_id,piece_id,composer,title,source,performance_audio,performance_MIDI,MIDI_score,split
S_312,51,Bach,ASAP_Prelude_bwv_857,ASAP,subset_S\Bach\51_ASAP_Prelude_bwv_857\S_312_performance.wav,{ASAP}\Bach/Prelude/bwv_857/Lan01M.mid,{ASAP}\Bach/Prelude/bwv_857/midi_score.mid,training
S_313,51,Bach,ASAP_Prelude_bwv_857,ASAP,subset_S\Bach\51_ASAP_Prelude_bwv_857\S_313_performance.wav,{ASAP}\Bach/Prelude/bwv_857/Lisiecki04M.mid,{ASAP}\Bach/Prelude/bwv_857/midi_score.mid,training
S_314,51,Bach,ASAP_Prelude_bwv_857,ASAP,subset_S\Bach\51_ASAP_Prelude_bwv_857\S_314_performance.wav,{ASAP}\Bach/Prelude/bwv_857/ToA01M.mid,{ASAP}\Bach/Prelude/bwv_857/midi_score.mid,training
S_315,51,Bach,ASAP_Prelude_bwv_857,ASAP,subset_S\Bach\51_ASAP_Prelude_bwv_857\S_315_performance.wav,{ASAP}\Bach/Prelude/bwv_857/WangA01M.mid,{ASAP}\Bach/Prelude/bwv_857/midi_score.mid,training
S_316,51,Bach,ASAP_Prelude_bwv_857,ASAP,subset_S\Bach\51_ASAP_Prelude_bwv_857\S_316_performance.wav,{ASAP}\Bach/Prelude/bwv_857/YuP01M.mid,{ASAP}\Bach/Prelude/bwv_857/midi_score.mid,training
S_317,52,Bach,ASAP_Prelude_bwv_858,ASAP,subset_S\Bach\52_ASAP_Prelude_bwv_858\S_317_performance.wav,{ASAP}\Bach/Prelude/bwv_858/VuV01M.mid,{ASAP}\Bach/Prelude/bwv_858/midi_score.mid,training
S_318,52,Bach,ASAP_Prelude_bwv_858,ASAP,subset_S\Bach\52_ASAP_Prelude_bwv_858\S_318_performance.wav,{ASAP}\Bach/Prelude/bwv_858/Zhang01M.mid,{ASAP}\Bach/Prelude/bwv_858/midi_score.mid,training
S_319,53,Bach,ASAP_Prelude_bwv_860,ASAP,subset_S\Bach\53_ASAP_Prelude_bwv_860\S_319_performance.wav,{ASAP}\Bach/Prelude/bwv_860/Ko04M.mid,{ASAP}\Bach/Prelude/bwv_860/midi_score.mid,training
S_320,53,Bach,ASAP_Prelude_bwv_860,ASAP,subset_S\Bach\53_ASAP_Prelude_bwv_860\S_320_performance.wav,{ASAP}\Bach/Prelude/bwv_860/Nikiforov05M.mid,{ASAP}\Bach/Prelude/bwv_860/midi_score.mid,training
S_321,53,Bach,ASAP_Prelude_bwv_860,ASAP,subset_S\Bach\53_ASAP_Prelude_bwv_860\S_321_performance.wav,{ASAP}\Bach/Prelude/bwv_860/Tetzloff04M.mid,{ASAP}\Bach/Prelude/bwv_860/midi_score.mid,training
S_322,53,Bach,ASAP_Prelude_bwv_860,ASAP,subset_S\Bach\53_ASAP_Prelude_bwv_860\S_322_performance.wav,{ASAP}\Bach/Prelude/bwv_860/TuanS01M.mid,{ASAP}\Bach/Prelude/bwv_860/midi_score.mid,training
S_323,53,Bach,ASAP_Prelude_bwv_860,ASAP,subset_S\Bach\53_ASAP_Prelude_bwv_860\S_323_performance.wav,{ASAP}\Bach/Prelude/bwv_860/YoungS01M.mid,{ASAP}\Bach/Prelude/bwv_860/midi_score.mid,training
S_324,53,Bach,ASAP_Prelude_bwv_860,ASAP,subset_S\Bach\53_ASAP_Prelude_bwv_860\S_324_performance.wav,{ASAP}\Bach/Prelude/bwv_860/ZhangH04M.mid,{ASAP}\Bach/Prelude/bwv_860/midi_score.mid,training
S_325,54,Bach,ASAP_Prelude_bwv_862,ASAP,subset_S\Bach\54_ASAP_Prelude_bwv_862\S_325_performance.wav,{ASAP}\Bach/Prelude/bwv_862/Song04M.mid,{ASAP}\Bach/Prelude/bwv_862/midi_score.mid,testing
S_326,55,Bach,ASAP_Prelude_bwv_863,ASAP,subset_S\Bach\55_ASAP_Prelude_bwv_863\S_326_performance.wav,{ASAP}\Bach/Prelude/bwv_863/LeeN01M.mid,{ASAP}\Bach/Prelude/bwv_863/midi_score.mid,training
S_327,55,Bach,ASAP_Prelude_bwv_863,ASAP,subset_S\Bach\55_ASAP_Prelude_bwv_863\S_327_performance.wav,{ASAP}\Bach/Prelude/bwv_863/Shychko01M.mid,{ASAP}\Bach/Prelude/bwv_863/midi_score.mid,training
S_328,55,Bach,ASAP_Prelude_bwv_863,ASAP,subset_S\Bach\55_ASAP_Prelude_bwv_863\S_328_performance.wav,{ASAP}\Bach/Prelude/bwv_863/TongB01M.mid,{ASAP}\Bach/Prelude/bwv_863/midi_score.mid,training
S_329,56,Bach,ASAP_Prelude_bwv_864,ASAP,subset_S\Bach\56_ASAP_Prelude_bwv_864\S_329_performance.wav,{ASAP}\Bach/Prelude/bwv_864/SunD01M.mid,{ASAP}\Bach/Prelude/bwv_864/midi_score.mid,training
S_330,57,Bach,ASAP_Prelude_bwv_865,ASAP,subset_S\Bach\57_ASAP_Prelude_bwv_865\S_330_performance.wav,{ASAP}\Bach/Prelude/bwv_865/Rizikov01M.mid,{ASAP}\Bach/Prelude/bwv_865/midi_score.mid,training
S_331,57,Bach,ASAP_Prelude_bwv_865,ASAP,subset_S\Bach\57_ASAP_Prelude_bwv_865\S_331_performance.wav,{ASAP}\Bach/Prelude/bwv_865/Teo01M.mid,{ASAP}\Bach/Prelude/bwv_865/midi_score.mid,training
S_332,57,Bach,ASAP_Prelude_bwv_865,ASAP,subset_S\Bach\57_ASAP_Prelude_bwv_865\S_332_performance.wav,{ASAP}\Bach/Prelude/bwv_865/ZhangE01M.mid,{ASAP}\Bach/Prelude/bwv_865/midi_score.mid,training
S_333,58,Bach,ASAP_Prelude_bwv_866,ASAP,subset_S\Bach\58_ASAP_Prelude_bwv_866\S_333_performance.wav,{ASAP}\Bach/Prelude/bwv_866/SOLOM02.mid,{ASAP}\Bach/Prelude/bwv_866/midi_score.mid,training
S_334,59,Bach,ASAP_Prelude_bwv_867,ASAP,subset_S\Bach\59_ASAP_Prelude_bwv_867\S_334_performance.wav,{ASAP}\Bach/Prelude/bwv_867/HuNY01M.mid,{ASAP}\Bach/Prelude/bwv_867/midi_score.mid,training
S_335,59,Bach,ASAP_Prelude_bwv_867,ASAP,subset_S\Bach\59_ASAP_Prelude_bwv_867\S_335_performance.wav,{ASAP}\Bach/Prelude/bwv_867/Sham01M.mid,{ASAP}\Bach/Prelude/bwv_867/midi_score.mid,training
S_336,60,Bach,ASAP_Prelude_bwv_868,ASAP,subset_S\Bach\60_ASAP_Prelude_bwv_868\S_336_performance.wav,{ASAP}\Bach/Prelude/bwv_868/GonzalezJ05M.mid,{ASAP}\Bach/Prelude/bwv_868/midi_score.mid,training
S_337,61,Bach,ASAP_Prelude_bwv_870,ASAP,subset_S\Bach\61_ASAP_Prelude_bwv_870\S_337_performance.wav,{ASAP}\Bach/Prelude/bwv_870/ChenW01M.mid,{ASAP}\Bach/Prelude/bwv_870/midi_score.mid,training
S_338,61,Bach,ASAP_Prelude_bwv_870,ASAP,subset_S\Bach\61_ASAP_Prelude_bwv_870\S_338_performance.wav,{ASAP}\Bach/Prelude/bwv_870/LeeE01M.mid,{ASAP}\Bach/Prelude/bwv_870/midi_score.mid,training
S_339,61,Bach,ASAP_Prelude_bwv_870,ASAP,subset_S\Bach\61_ASAP_Prelude_bwv_870\S_339_performance.wav,{ASAP}\Bach/Prelude/bwv_870/MaximovI01M.mid,{ASAP}\Bach/Prelude/bwv_870/midi_score.mid,training
S_340,62,Bach,ASAP_Prelude_bwv_873,ASAP,subset_S\Bach\62_ASAP_Prelude_bwv_873\S_340_performance.wav,{ASAP}\Bach/Prelude/bwv_873/Lisiecki02.mid,{ASAP}\Bach/Prelude/bwv_873/midi_score.mid,training
S_341,62,Bach,ASAP_Prelude_bwv_873,ASAP,subset_S\Bach\62_ASAP_Prelude_bwv_873\S_341_performance.wav,{ASAP}\Bach/Prelude/bwv_873/Lisiecki13M.mid,{ASAP}\Bach/Prelude/bwv_873/midi_score.mid,training
S_342,63,Bach,ASAP_Prelude_bwv_874,ASAP,subset_S\Bach\63_ASAP_Prelude_bwv_874\S_342_performance.wav,{ASAP}\Bach/Prelude/bwv_874/BianF01M.mid,{ASAP}\Bach/Prelude/bwv_874/midi_score.mid,training
S_343,63,Bach,ASAP_Prelude_bwv_874,ASAP,subset_S\Bach\63_ASAP_Prelude_bwv_874\S_343_performance.wav,{ASAP}\Bach/Prelude/bwv_874/WongWY01M.mid,{ASAP}\Bach/Prelude/bwv_874/midi_score.mid,training
S_344,64,Bach,ASAP_Prelude_bwv_875,ASAP,subset_S\Bach\64_ASAP_Prelude_bwv_875\S_344_performance.wav,{ASAP}\Bach/Prelude/bwv_875/Ahfat01M.mid,{ASAP}\Bach/Prelude/bwv_875/midi_score.mid,training
S_345,64,Bach,ASAP_Prelude_bwv_875,ASAP,subset_S\Bach\64_ASAP_Prelude_bwv_875\S_345_performance.wav,{ASAP}\Bach/Prelude/bwv_875/CaoJ01M.mid,{ASAP}\Bach/Prelude/bwv_875/midi_score.mid,training
S_346,64,Bach,ASAP_Prelude_bwv_875,ASAP,subset_S\Bach\64_ASAP_Prelude_bwv_875\S_346_performance.wav,{ASAP}\Bach/Prelude/bwv_875/HONG04M.mid,{ASAP}\Bach/Prelude/bwv_875/midi_score.mid,training
S_347,65,Bach,ASAP_Prelude_bwv_876,ASAP,subset_S\Bach\65_ASAP_Prelude_bwv_876\S_347_performance.wav,{ASAP}\Bach/Prelude/bwv_876/SirajA01M.mid,{ASAP}\Bach/Prelude/bwv_876/midi_score.mid,training
S_348,65,Bach,ASAP_Prelude_bwv_876,ASAP,subset_S\Bach\65_ASAP_Prelude_bwv_876\S_348_performance.wav,{ASAP}\Bach/Prelude/bwv_876/Song01M.mid,{ASAP}\Bach/Prelude/bwv_876/midi_score.mid,training
S_349,66,Bach,ASAP_Prelude_bwv_880,ASAP,subset_S\Bach\66_ASAP_Prelude_bwv_880\S_349_performance.wav,{ASAP}\Bach/Prelude/bwv_880/LeungR01M.mid,{ASAP}\Bach/Prelude/bwv_880/midi_score.mid,validation
S_350,66,Bach,ASAP_Prelude_bwv_880,ASAP,subset_S\Bach\66_ASAP_Prelude_bwv_880\S_350_performance.wav,{ASAP}\Bach/Prelude/bwv_880/Sun02.mid,{ASAP}\Bach/Prelude/bwv_880/midi_score.mid,validation
S_351,66,Bach,ASAP_Prelude_bwv_880,ASAP,subset_S\Bach\66_ASAP_Prelude_bwv_880\S_351_performance.wav,{ASAP}\Bach/Prelude/bwv_880/WangA04M.mid,{ASAP}\Bach/Prelude/bwv_880/midi_score.mid,validation
S_352,67,Bach,ASAP_Prelude_bwv_883,ASAP,subset_S\Bach\67_ASAP_Prelude_bwv_883\S_352_performance.wav,{ASAP}\Bach/Prelude/bwv_883/GuoE01M.mid,{ASAP}\Bach/Prelude/bwv_883/midi_score.mid,training
S_353,67,Bach,ASAP_Prelude_bwv_883,ASAP,subset_S\Bach\67_ASAP_Prelude_bwv_883\S_353_performance.wav,{ASAP}\Bach/Prelude/bwv_883/Lim01.mid,{ASAP}\Bach/Prelude/bwv_883/midi_score.mid,training
S_354,67,Bach,ASAP_Prelude_bwv_883,ASAP,subset_S\Bach\67_ASAP_Prelude_bwv_883\S_354_performance.wav,{ASAP}\Bach/Prelude/bwv_883/LuM01M.mid,{ASAP}\Bach/Prelude/bwv_883/midi_score.mid,training
S_355,68,Bach,ASAP_Prelude_bwv_884,ASAP,subset_S\Bach\68_ASAP_Prelude_bwv_884\S_355_performance.wav,{ASAP}\Bach/Prelude/bwv_884/LiA01M.mid,{ASAP}\Bach/Prelude/bwv_884/midi_score.mid,training
S_356,69,Bach,ASAP_Prelude_bwv_885,ASAP,subset_S\Bach\69_ASAP_Prelude_bwv_885\S_356_performance.wav,{ASAP}\Bach/Prelude/bwv_885/Chon02.mid,{ASAP}\Bach/Prelude/bwv_885/midi_score.mid,training
S_357,69,Bach,ASAP_Prelude_bwv_885,ASAP,subset_S\Bach\69_ASAP_Prelude_bwv_885\S_357_performance.wav,{ASAP}\Bach/Prelude/bwv_885/Guo01M.mid,{ASAP}\Bach/Prelude/bwv_885/midi_score.mid,training
S_358,69,Bach,ASAP_Prelude_bwv_885,ASAP,subset_S\Bach\69_ASAP_Prelude_bwv_885\S_358_performance.wav,{ASAP}\Bach/Prelude/bwv_885/Huang04M.mid,{ASAP}\Bach/Prelude/bwv_885/midi_score.mid,training
S_359,69,Bach,ASAP_Prelude_bwv_885,ASAP,subset_S\Bach\69_ASAP_Prelude_bwv_885\S_359_performance.wav,{ASAP}\Bach/Prelude/bwv_885/JeonH01M.mid,{ASAP}\Bach/Prelude/bwv_885/midi_score.mid,training
S_360,69,Bach,ASAP_Prelude_bwv_885,ASAP,subset_S\Bach\69_ASAP_Prelude_bwv_885\S_360_performance.wav,{ASAP}\Bach/Prelude/bwv_885/SINKEV01.mid,{ASAP}\Bach/Prelude/bwv_885/midi_score.mid,training
S_361,69,Bach,ASAP_Prelude_bwv_885,ASAP,subset_S\Bach\69_ASAP_Prelude_bwv_885\S_361_performance.wav,{ASAP}\Bach/Prelude/bwv_885/SINKEV06.mid,{ASAP}\Bach/Prelude/bwv_885/midi_score.mid,training
S_362,70,Bach,ASAP_Prelude_bwv_887,ASAP,subset_S\Bach\70_ASAP_Prelude_bwv_887\S_362_performance.wav,{ASAP}\Bach/Prelude/bwv_887/LiYZ01M.mid,{ASAP}\Bach/Prelude/bwv_887/midi_score.mid,training
S_363,71,Bach,ASAP_Prelude_bwv_888,ASAP,subset_S\Bach\71_ASAP_Prelude_bwv_888\S_363_performance.wav,{ASAP}\Bach/Prelude/bwv_888/ZhaoK01M.mid,{ASAP}\Bach/Prelude/bwv_888/midi_score.mid,training
S_364,72,Bach,ASAP_Prelude_bwv_889,ASAP,subset_S\Bach\72_ASAP_Prelude_bwv_889\S_364_performance.wav,{ASAP}\Bach/Prelude/bwv_889/Giesbrecht01M.mid,{ASAP}\Bach/Prelude/bwv_889/midi_score.mid,training
S_365,72,Bach,ASAP_Prelude_bwv_889,ASAP,subset_S\Bach\72_ASAP_Prelude_bwv_889\S_365_performance.wav,{ASAP}\Bach/Prelude/bwv_889/LiuY01M.mid,{ASAP}\Bach/Prelude/bwv_889/midi_score.mid,training
S_366,72,Bach,ASAP_Prelude_bwv_889,ASAP,subset_S\Bach\72_ASAP_Prelude_bwv_889\S_366_performance.wav,{ASAP}\Bach/Prelude/bwv_889/MunA01M.mid,{ASAP}\Bach/Prelude/bwv_889/midi_score.mid,training
S_367,72,Bach,ASAP_Prelude_bwv_889,ASAP,subset_S\Bach\72_ASAP_Prelude_bwv_889\S_367_performance.wav,{ASAP}\Bach/Prelude/bwv_889/Wang01M.mid,{ASAP}\Bach/Prelude/bwv_889/midi_score.mid,training
S_368,72,Bach,ASAP_Prelude_bwv_889,ASAP,subset_S\Bach\72_ASAP_Prelude_bwv_889\S_368_performance.wav,{ASAP}\Bach/Prelude/bwv_889/YangY02M.mid,{ASAP}\Bach/Prelude/bwv_889/midi_score.mid,training
S_369,72,Bach,ASAP_Prelude_bwv_889,ASAP,subset_S\Bach\72_ASAP_Prelude_bwv_889\S_369_performance.wav,{ASAP}\Bach/Prelude/bwv_889/ZhangW02M.mid,{ASAP}\Bach/Prelude/bwv_889/midi_score.mid,training
S_370,73,Bach,ASAP_Prelude_bwv_891,ASAP,subset_S\Bach\73_ASAP_Prelude_bwv_891\S_370_performance.wav,{ASAP}\Bach/Prelude/bwv_891/BLINOV04M.mid,{ASAP}\Bach/Prelude/bwv_891/midi_score.mid,training
S_371,73,Bach,ASAP_Prelude_bwv_891,ASAP,subset_S\Bach\73_ASAP_Prelude_bwv_891\S_371_performance.wav,{ASAP}\Bach/Prelude/bwv_891/Duepree06M.mid,{ASAP}\Bach/Prelude/bwv_891/midi_score.mid,training
S_372,74,Bach,ASAP_Prelude_bwv_892,ASAP,subset_S\Bach\74_ASAP_Prelude_bwv_892\S_372_performance.wav,{ASAP}\Bach/Prelude/bwv_892/Hou01M.mid,{ASAP}\Bach/Prelude/bwv_892/midi_score.mid,training
S_373,74,Bach,ASAP_Prelude_bwv_892,ASAP,subset_S\Bach\74_ASAP_Prelude_bwv_892\S_373_performance.wav,{ASAP}\Bach/Prelude/bwv_892/KabuliL01M.mid,{ASAP}\Bach/Prelude/bwv_892/midi_score.mid,training
S_374,75,Bach,ASAP_Prelude_bwv_893,ASAP,subset_S\Bach\75_ASAP_Prelude_bwv_893\S_374_performance.wav,{ASAP}\Bach/Prelude/bwv_893/Kleisen04M.mid,{ASAP}\Bach/Prelude/bwv_893/midi_score.mid,training
S_375,75,Bach,ASAP_Prelude_bwv_893,ASAP,subset_S\Bach\75_ASAP_Prelude_bwv_893\S_375_performance.wav,{ASAP}\Bach/Prelude/bwv_893/Levitsky04M.mid,{ASAP}\Bach/Prelude/bwv_893/midi_score.mid,training
S_376,75,Bach,ASAP_Prelude_bwv_893,ASAP,subset_S\Bach\75_ASAP_Prelude_bwv_893\S_376_performance.wav,{ASAP}\Bach/Prelude/bwv_893/Wong01M.mid,{ASAP}\Bach/Prelude/bwv_893/midi_score.mid,training
S_377,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_377_performance.wav,{ASAP}\Balakirev/Islamey/CHEN04.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_378,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_378_performance.wav,{ASAP}\Balakirev/Islamey/CHEN10M.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_379,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_379_performance.wav,{ASAP}\Balakirev/Islamey/Cho05.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_380,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_380_performance.wav,{ASAP}\Balakirev/Islamey/Gorucan03.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_381,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_381_performance.wav,{ASAP}\Balakirev/Islamey/Na04.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_382,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_382_performance.wav,{ASAP}\Balakirev/Islamey/Na08M.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_383,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_383_performance.wav,{ASAP}\Balakirev/Islamey/Shelest03.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_384,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_384_performance.wav,{ASAP}\Balakirev/Islamey/Shi11.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_385,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_385_performance.wav,{ASAP}\Balakirev/Islamey/Verbaite04.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_386,76,Balakirev,ASAP_Islamey,ASAP,subset_S\Balakirev\76_ASAP_Islamey\S_386_performance.wav,{ASAP}\Balakirev/Islamey/Yi04M.mid,{ASAP}\Balakirev/Islamey/midi_score.mid,validation
S_387,77,Beethoven,ASAP_Piano_Sonatas_1-1,ASAP,subset_S\Beethoven\77_ASAP_Piano_Sonatas_1-1\S_387_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/1-1/KimG01.mid,{ASAP}\Beethoven/Piano_Sonatas/1-1/midi_score.mid,training
S_388,78,Beethoven,ASAP_Piano_Sonatas_10-1,ASAP,subset_S\Beethoven\78_ASAP_Piano_Sonatas_10-1\S_388_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/10-1/Hou02M.mid,{ASAP}\Beethoven/Piano_Sonatas/10-1/midi_score.mid,testing
S_389,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_389_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_390,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_390_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_391,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_391_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/LiC03M.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_392,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_392_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_393,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_393_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_394,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_394_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/NAKAJI01.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_395,79,Beethoven,ASAP_Piano_Sonatas_11-1,ASAP,subset_S\Beethoven\79_ASAP_Piano_Sonatas_11-1\S_395_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,{ASAP}\Beethoven/Piano_Sonatas/11-1/midi_score.mid,training
S_396,80,Beethoven,ASAP_Piano_Sonatas_11-2,ASAP,subset_S\Beethoven\80_ASAP_Piano_Sonatas_11-2\S_396_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-2/MaximovI04.mid,{ASAP}\Beethoven/Piano_Sonatas/11-2/midi_score.mid,training
S_397,373,Beethoven,ASAP_Piano_Sonatas_11-3,ASAP,subset_S\Beethoven\373_ASAP_Piano_Sonatas_11-3\S_397_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/11-3/MaximovI05.mid,{ASAP}\Beethoven/Piano_Sonatas/11-3/midi_score.mid,testing
S_398,374,Beethoven,ASAP_Piano_Sonatas_12-1,ASAP,subset_S\Beethoven\374_ASAP_Piano_Sonatas_12-1\S_398_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/12-1/Garritson01.mid,{ASAP}\Beethoven/Piano_Sonatas/12-1/midi_score.mid,training
S_399,374,Beethoven,ASAP_Piano_Sonatas_12-1,ASAP,subset_S\Beethoven\374_ASAP_Piano_Sonatas_12-1\S_399_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/12-1/Kleisen05M.mid,{ASAP}\Beethoven/Piano_Sonatas/12-1/midi_score.mid,training
S_400,374,Beethoven,ASAP_Piano_Sonatas_12-1,ASAP,subset_S\Beethoven\374_ASAP_Piano_Sonatas_12-1\S_400_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/12-1/Zhao02.mid,{ASAP}\Beethoven/Piano_Sonatas/12-1/midi_score.mid,training
S_401,84,Beethoven,ASAP_Piano_Sonatas_13-4,ASAP,subset_S\Beethoven\84_ASAP_Piano_Sonatas_13-4\S_401_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/13-4/Taverna01.mid,{ASAP}\Beethoven/Piano_Sonatas/13-4/midi_score.mid,validation
S_402,87,Beethoven,ASAP_Piano_Sonatas_14-3,ASAP,subset_S\Beethoven\87_ASAP_Piano_Sonatas_14-3\S_402_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/14-3/Meek03.mid,{ASAP}\Beethoven/Piano_Sonatas/14-3/midi_score.mid,training
S_403,88,Beethoven,ASAP_Piano_Sonatas_15-1,ASAP,subset_S\Beethoven\88_ASAP_Piano_Sonatas_15-1\S_403_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/15-1/LEE_H01.mid,{ASAP}\Beethoven/Piano_Sonatas/15-1/midi_score.mid,training
S_404,88,Beethoven,ASAP_Piano_Sonatas_15-1,ASAP,subset_S\Beethoven\88_ASAP_Piano_Sonatas_15-1\S_404_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/15-1/Sekino01.mid,{ASAP}\Beethoven/Piano_Sonatas/15-1/midi_score.mid,training
S_405,88,Beethoven,ASAP_Piano_Sonatas_15-1,ASAP,subset_S\Beethoven\88_ASAP_Piano_Sonatas_15-1\S_405_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/15-1/ZhaoA02.mid,{ASAP}\Beethoven/Piano_Sonatas/15-1/midi_score.mid,training
S_406,89,Beethoven,ASAP_Piano_Sonatas_15-4,ASAP,subset_S\Beethoven\89_ASAP_Piano_Sonatas_15-4\S_406_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/15-4/Floril01.mid,{ASAP}\Beethoven/Piano_Sonatas/15-4/midi_score.mid,training
S_407,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_407_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/BuiJL02M.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
S_408,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_408_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/Khmara01.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
S_409,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_409_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/Khmara05M.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
S_410,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_410_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/LeeSH02M.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
S_411,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_411_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/LuoJ03M.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
S_412,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_412_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/Shybayeva02.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
S_413,90,Beethoven,ASAP_Piano_Sonatas_16-1,ASAP,subset_S\Beethoven\90_ASAP_Piano_Sonatas_16-1\S_413_performance.wav,{ASAP}\Beethoven/Piano_Sonatas/16-1/Woo01.mid,{ASAP}\Beethoven/Piano_Sonatas/16-1/midi_score.mid,training
